"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456533,22,NA,NA,NA,63.6333333333333,NA,NA
2456533,22,NA,NA,NA,NA,NA,NA
2456533,22,0.3,NA,NA,NA,NA,NA
2456537,26,NA,9.825,17.625,NA,NA,NA
2456539,28,NA,NA,NA,NA,NA,NA
2456540,29,NA,NA,NA,229.875,NA,NA
2456540,29,0.375,NA,NA,NA,NA,NA
2456543,31,NA,11.825,24.1,NA,NA,NA
2456546,35,NA,NA,NA,NA,NA,NA
2456547,36,NA,NA,NA,584.8,NA,NA
2456547,36,0.925,NA,NA,NA,NA,NA
2456550,39,NA,14.9,46.4,NA,NA,NA
2456553,42,NA,NA,NA,2338.7,NA,NA
2456553,42,NA,NA,NA,NA,NA,NA
2456553,42,2.425,NA,NA,NA,NA,NA
2456557,45,NA,16.925,87.325,NA,NA,NA
2456560,49,NA,NA,NA,NA,NA,NA
2456561,50,NA,NA,NA,3198.575,NA,NA
2456561,50,1.875,NA,NA,NA,NA,NA
2456564,53,NA,18.95,142.8,NA,NA,NA
2456567,56,NA,NA,NA,NA,NA,NA
2456568,57,NA,NA,NA,4304.6,NA,NA
2456568,57,2.725,NA,NA,NA,NA,NA
2456571,60,NA,21.575,187.15,NA,NA,NA
2456574,63,NA,NA,NA,NA,NA,NA
2456575,64,NA,NA,NA,6222.125,NA,NA
2456575,64,2.625,NA,NA,NA,NA,NA
2456578,67,NA,23.575,258.325,NA,NA,NA
2456580,69,NA,NA,NA,NA,NA,NA
2456581,70,NA,NA,NA,8444.9,NA,NA
2456581,70,2.5,NA,NA,NA,NA,NA
2456586,75,NA,24.825,359.825,NA,NA,NA
2456588,77,NA,NA,NA,NA,NA,NA
2456590,79,NA,NA,NA,9869.7,NA,NA
2456593,82,NA,24.9,385.875,NA,NA,NA
2456595,84,NA,NA,NA,NA,NA,NA
2456620,109,NA,NA,NA,12976.3,NA,NA
2456620,109,NA,NA,NA,NA,NA,NA
2456620,109,1.25,NA,NA,NA,NA,NA
2456620,109,NA,NA,NA,NA,1608.25,8615
