"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2457270,22,NA,NA,NA,NA,NA,NA
2457271,23,NA,NA,NA,12.5,NA,NA
2457271,23,0.3,NA,NA,NA,NA,NA
2457282,34,NA,NA,NA,NA,NA,NA
2457283,35,NA,NA,NA,189.875,NA,NA
2457283,35,0.5,NA,NA,NA,NA,NA
2457296,48,NA,NA,NA,NA,NA,NA
2457297,49,NA,NA,NA,1208.3,NA,NA
2457297,49,0.9,NA,NA,NA,NA,NA
2457325.75,77.75,NA,NA,NA,NA,NA,NA
2457334.25,86.25,NA,NA,NA,11378.1,NA,NA
2457337,89,2.2,NA,NA,8765.6,NA,NA
2457338.5,90.5,2.16666666666667,NA,NA,NA,NA,NA
2457351,103,NA,NA,NA,10220.325,NA,NA
2457351,103,0.866666666666667,NA,NA,NA,NA,NA
2457357.75,109.75,1.3,NA,NA,10785.4,NA,NA
2457358.75,110.75,1.26666666666667,NA,NA,NA,NA,NA
2457364,116,1.4,NA,NA,7799.8,NA,NA
2457357.75,109.75,NA,NA,NA,NA,1309.85,15200.65
