"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456533,22,NA,NA,NA,73.075,NA,NA
2456533,22,NA,NA,NA,NA,NA,NA
2456533,22,0.175,NA,NA,NA,NA,NA
2456537,26,NA,8.75,16.175,NA,NA,NA
2456539,28,NA,NA,NA,NA,NA,NA
2456540,29,NA,NA,NA,206.766666666667,NA,NA
2456540,29,0.575,NA,NA,NA,NA,NA
2456543,31,NA,10.75,22.475,NA,NA,NA
2456546,35,NA,NA,NA,NA,NA,NA
2456547,36,NA,NA,NA,974.225,NA,NA
2456547,36,1.075,NA,NA,NA,NA,NA
2456550,39,NA,13.825,39.925,NA,NA,NA
2456553,42,NA,NA,NA,1698.86666666667,NA,NA
2456553,42,NA,NA,NA,NA,NA,NA
2456553,42,1.725,NA,NA,NA,NA,NA
2456557,45,NA,16.025,60.075,NA,NA,NA
2456560,49,NA,NA,NA,NA,NA,NA
2456561,50,NA,NA,NA,2826.725,NA,NA
2456561,50,1.95,NA,NA,NA,NA,NA
2456564,53,NA,18.175,90.525,NA,NA,NA
2456567,56,NA,NA,NA,NA,NA,NA
2456568,57,NA,NA,NA,4456.125,NA,NA
2456568,57,1.775,NA,NA,NA,NA,NA
2456571,60,NA,20.675,122.675,NA,NA,NA
2456574,63,NA,NA,NA,NA,NA,NA
2456575,64,NA,NA,NA,6420,NA,NA
2456575,64,3.9,NA,NA,NA,NA,NA
2456578,67,NA,21.575,170,NA,NA,NA
2456580,69,NA,NA,NA,NA,NA,NA
2456581,70,NA,NA,NA,8070.625,NA,NA
2456581,70,2.775,NA,NA,NA,NA,NA
2456586,75,NA,21.325,184.625,NA,NA,NA
2456588,77,NA,NA,NA,NA,NA,NA
2456590,79,NA,NA,NA,9537.175,NA,NA
2456593,82,NA,21.325,185.125,NA,NA,NA
2456595,84,NA,NA,NA,NA,NA,NA
2456606,95,NA,NA,NA,11190.875,NA,NA
2456606,95,1.5,NA,NA,NA,NA,NA
2456611,100,1.86666666666667,NA,NA,NA,NA,NA
2456606,95,NA,NA,NA,NA,1741.75,8698.25
