"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456520,21,NA,NA,NA,NA,NA,NA
2456522,23,NA,NA,NA,32.1333333333333,NA,NA
2456523,24,NA,9.15,12.35,NA,NA,NA
2456528,29,NA,NA,NA,155.95,NA,NA
2456528,29,NA,NA,NA,NA,NA,NA
2456528,29,0.375,NA,NA,NA,NA,NA
2456529,30,NA,10.9,17.175,NA,NA,NA
2456534,35,NA,NA,NA,NA,NA,NA
2456535,36,NA,NA,NA,447.2,NA,NA
2456535,36,0.65,NA,NA,NA,NA,NA
2456536,37,NA,13.2,25.075,NA,NA,NA
2456540,41,NA,NA,NA,NA,NA,NA
2456542,43,NA,NA,NA,1050.23333333333,NA,NA
2456542,43,0.925,NA,NA,NA,NA,NA
2456543,44,NA,14.9,35.075,NA,NA,NA
2456548,49,NA,NA,NA,NA,NA,NA
2456549,50,NA,NA,NA,1567.06666666667,NA,NA
2456549,50,1.15,NA,NA,NA,NA,NA
2456550,51,NA,16.5,45.5,NA,NA,NA
2456555,56,NA,NA,NA,NA,NA,NA
2456556,57,NA,NA,NA,2575.675,NA,NA
2456556,57,1.1,NA,NA,NA,NA,NA
2456557,58,NA,18.1,61.7,NA,NA,NA
2456563,64,NA,NA,NA,3914.125,NA,NA
2456563,64,NA,NA,NA,NA,NA,NA
2456563,64,2.325,NA,NA,NA,NA,NA
2456564,65,NA,19.65,80.2,NA,NA,NA
2456569,70,NA,NA,NA,NA,NA,NA
2456570,71,NA,NA,NA,4549.3,NA,NA
2456570,71,1.25,NA,NA,NA,NA,NA
2456571,72,NA,20.125,93.05,NA,NA,NA
2456576,77,NA,NA,NA,NA,NA,NA
2456577,78,NA,NA,NA,5229.225,NA,NA
2456577,78,1.35,NA,NA,NA,NA,NA
2456578,79,NA,20.35,102.75,NA,NA,NA
2456584,85,NA,NA,NA,NA,NA,NA
2456586,87,NA,20.35,107.75,NA,NA,NA
2456591,92,NA,NA,NA,NA,NA,NA
2456596,97,NA,NA,NA,NA,NA,NA
2456597,98,NA,NA,NA,6611.5,NA,NA
2456597,98,1.225,NA,NA,NA,NA,NA
2456603,104,NA,NA,NA,NA,NA,NA
2456597,98,NA,NA,NA,NA,1566,6505.75
