"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456533,22,NA,NA,NA,51.4666666666667,NA,NA
2456533,22,NA,NA,NA,NA,NA,NA
2456533,22,0.2,NA,NA,NA,NA,NA
2456537,26,NA,9.175,15.175,NA,NA,NA
2456539,28,NA,NA,NA,NA,NA,NA
2456540,29,NA,NA,NA,213.066666666667,NA,NA
2456540,29,0.5,NA,NA,NA,NA,NA
2456543,31,NA,11.075,21.775,NA,NA,NA
2456546,35,NA,NA,NA,NA,NA,NA
2456547,36,NA,NA,NA,494,NA,NA
2456547,36,0.6,NA,NA,NA,NA,NA
2456550,39,NA,13.075,36.05,NA,NA,NA
2456553,42,NA,NA,NA,1050.46666666667,NA,NA
2456553,42,NA,NA,NA,NA,NA,NA
2456553,42,1.5,NA,NA,NA,NA,NA
2456557,45,NA,15.1,51.8,NA,NA,NA
2456560,49,NA,NA,NA,NA,NA,NA
2456561,50,NA,NA,NA,1778.76666666667,NA,NA
2456561,50,1.625,NA,NA,NA,NA,NA
2456564,53,NA,17.75,72.45,NA,NA,NA
2456567,56,NA,NA,NA,NA,NA,NA
2456568,57,NA,NA,NA,3569.25,NA,NA
2456568,57,1.9,NA,NA,NA,NA,NA
2456571,60,NA,18.5,130.525,NA,NA,NA
2456574,63,NA,NA,NA,NA,NA,NA
2456575,64,NA,NA,NA,5891.7,NA,NA
2456575,64,3,NA,NA,NA,NA,NA
2456578,67,NA,18.9,127.75,NA,NA,NA
2456580,69,NA,NA,NA,NA,NA,NA
2456581,70,NA,NA,NA,5993.375,NA,NA
2456581,70,2.5,NA,NA,NA,NA,NA
2456586,75,NA,19.25,134.3,NA,NA,NA
2456588,77,NA,NA,NA,NA,NA,NA
2456593,82,NA,19.4,134.825,NA,NA,NA
2456595,84,NA,NA,NA,NA,NA,NA
2456601,90,NA,NA,NA,8071.625,NA,NA
2456601,90,NA,NA,NA,NA,NA,NA
2456601,90,2,NA,NA,NA,NA,NA
2456601,90,NA,NA,NA,NA,1665,6984.25
