"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2457263,20,NA,NA,NA,NA,NA,NA
2457264,21,NA,NA,NA,34.0333333333333,NA,NA
2457264,21,0.35,NA,NA,NA,NA,NA
2457275,32,NA,NA,NA,NA,NA,NA
2457276,33,NA,NA,NA,177.625,NA,NA
2457276,33,0.475,NA,NA,NA,NA,NA
2457286,43,NA,NA,NA,581.8,NA,NA
2457286,43,0.55,NA,NA,NA,NA,NA
2457305,62,NA,NA,NA,NA,NA,NA
2457306,63,NA,NA,NA,1771.9,NA,NA
2457306,63,0.6,NA,NA,NA,NA,NA
2457311,68,NA,NA,NA,NA,NA,NA
2457315,72,NA,NA,NA,3093.95,NA,NA
2457315,72,0.5,NA,NA,NA,NA,NA
2457325,82,NA,NA,NA,NA,NA,NA
2457344,101,NA,NA,NA,5124.5,NA,NA
2457344,101,1.125,NA,NA,NA,NA,NA
2457340,97,NA,NA,NA,NA,1247.125,5661.725
