"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456533,22,NA,NA,NA,59.6333333333333,NA,NA
2456533,22,NA,NA,NA,NA,NA,NA
2456533,22,0.25,NA,NA,NA,NA,NA
2456537,26,NA,8.75,13.55,NA,NA,NA
2456539,28,NA,NA,NA,NA,NA,NA
2456540,29,NA,NA,NA,211.533333333333,NA,NA
2456540,29,0.65,NA,NA,NA,NA,NA
2456543,31,NA,10.7,17.3,NA,NA,NA
2456546,35,NA,NA,NA,NA,NA,NA
2456547,36,NA,NA,NA,701.833333333333,NA,NA
2456547,36,0.875,NA,NA,NA,NA,NA
2456550,39,NA,12.75,36.55,NA,NA,NA
2456553,42,NA,NA,NA,1745.66666666667,NA,NA
2456553,42,NA,NA,NA,NA,NA,NA
2456553,42,1.45,NA,NA,NA,NA,NA
2456557,45,NA,14.9,61.25,NA,NA,NA
2456560,49,NA,NA,NA,NA,NA,NA
2456561,50,NA,NA,NA,2768.1,NA,NA
2456561,50,1.675,NA,NA,NA,NA,NA
2456564,53,NA,17.85,87.9,NA,NA,NA
2456567,56,NA,NA,NA,NA,NA,NA
2456568,57,NA,NA,NA,3882.575,NA,NA
2456568,57,1.825,NA,NA,NA,NA,NA
2456571,60,NA,18.825,140.325,NA,NA,NA
2456574,63,NA,NA,NA,NA,NA,NA
2456575,64,NA,NA,NA,6082.5,NA,NA
2456575,64,3.625,NA,NA,NA,NA,NA
2456578,67,NA,19.675,142.8,NA,NA,NA
2456580,69,NA,NA,NA,NA,NA,NA
2456581,70,NA,NA,NA,6297.975,NA,NA
2456581,70,3.475,NA,NA,NA,NA,NA
2456586,75,NA,20.075,159.75,NA,NA,NA
2456588,77,NA,NA,NA,NA,NA,NA
2456593,82,NA,20.075,163.875,NA,NA,NA
2456595,84,NA,NA,NA,NA,NA,NA
2456606,95,NA,NA,NA,7281.9,NA,NA
2456606,95,NA,NA,NA,NA,NA,NA
2456606,95,2.275,NA,NA,NA,NA,NA
2456606,95,NA,NA,NA,NA,1300.75,6448.75
