"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2457263,20,NA,NA,NA,NA,NA,NA
2457264,21,NA,NA,NA,30.5666666666667,NA,NA
2457264,21,0.325,NA,NA,NA,NA,NA
2457275,32,NA,NA,NA,NA,NA,NA
2457276,33,NA,NA,NA,219.8,NA,NA
2457276,33,0.45,NA,NA,NA,NA,NA
2457286,43,NA,NA,NA,723.975,NA,NA
2457286,43,0.75,NA,NA,NA,NA,NA
2457305,62,NA,NA,NA,NA,NA,NA
2457306,63,NA,NA,NA,2388.55,NA,NA
2457306,63,0.6,NA,NA,NA,NA,NA
2457322,79,NA,NA,NA,6028.125,NA,NA
2457322,79,NA,NA,NA,NA,NA,NA
2457322,79,1.7,NA,NA,NA,NA,NA
2457336.25,93.25,NA,NA,NA,NA,NA,NA
2457344.75,101.75,NA,NA,NA,9331.26666666667,NA,NA
2457347,104,NA,NA,NA,10531.3,NA,NA
2457354,111,NA,NA,NA,NA,1338.875,5731.225
