"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456520,21,NA,NA,NA,NA,NA,NA
2456522,23,NA,NA,NA,54.6,NA,NA
2456523,24,NA,9.325,12.05,NA,NA,NA
2456528,29,NA,NA,NA,172.05,NA,NA
2456528,29,NA,NA,NA,NA,NA,NA
2456528,29,0.4,NA,NA,NA,NA,NA
2456529,30,NA,11.4,17.425,NA,NA,NA
2456534,35,NA,NA,NA,NA,NA,NA
2456535,36,NA,NA,NA,480.733333333333,NA,NA
2456535,36,1.05,NA,NA,NA,NA,NA
2456536,37,NA,13.9,28.825,NA,NA,NA
2456540,41,NA,NA,NA,NA,NA,NA
2456542,43,NA,NA,NA,659.725,NA,NA
2456542,43,1.2,NA,NA,NA,NA,NA
2456543,44,NA,16.075,48.05,NA,NA,NA
2456548,49,NA,NA,NA,NA,NA,NA
2456549,50,NA,NA,NA,1929.56666666667,NA,NA
2456549,50,1.425,NA,NA,NA,NA,NA
2456550,51,NA,18.225,69.4,NA,NA,NA
2456555,56,NA,NA,NA,NA,NA,NA
2456556,57,NA,NA,NA,2676.175,NA,NA
2456556,57,1.825,NA,NA,NA,NA,NA
2456557,58,NA,20.175,96.75,NA,NA,NA
2456563,64,NA,NA,NA,4294.825,NA,NA
2456563,64,NA,NA,NA,NA,NA,NA
2456563,64,2.1,NA,NA,NA,NA,NA
2456564,65,NA,21.575,132.65,NA,NA,NA
2456569,70,NA,NA,NA,NA,NA,NA
2456570,71,NA,NA,NA,5622.625,NA,NA
2456570,71,2.075,NA,NA,NA,NA,NA
2456571,72,NA,22.325,152.75,NA,NA,NA
2456576,77,NA,NA,NA,NA,NA,NA
2456577,78,NA,NA,NA,5929.9,NA,NA
2456577,78,1.925,NA,NA,NA,NA,NA
2456578,79,NA,22.5,171.9,NA,NA,NA
2456584,85,NA,NA,NA,NA,NA,NA
2456585,86,NA,NA,NA,6549.825,NA,NA
2456585,86,1.425,NA,NA,NA,NA,NA
2456586,87,NA,22.425,172.5,NA,NA,NA
2456591,92,NA,NA,NA,NA,NA,NA
2456594,95,NA,NA,NA,NA,NA,NA
2456596,97,NA,NA,NA,NA,NA,NA
2456603,104,NA,NA,NA,NA,NA,NA
2456594,95,NA,NA,NA,NA,1015.75,5091.5
