"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456533,22,NA,NA,NA,81.65,NA,NA
2456533,22,NA,NA,NA,NA,NA,NA
2456533,22,0.2,NA,NA,NA,NA,NA
2456537,26,NA,9.75,14.3,NA,NA,NA
2456539,28,NA,NA,NA,NA,NA,NA
2456540,29,NA,NA,NA,237.925,NA,NA
2456540,29,0.675,NA,NA,NA,NA,NA
2456543,31,NA,11.75,19.95,NA,NA,NA
2456546,35,NA,NA,NA,NA,NA,NA
2456547,36,NA,NA,NA,611.533333333333,NA,NA
2456547,36,1.025,NA,NA,NA,NA,NA
2456550,39,NA,14.925,34.625,NA,NA,NA
2456553,42,NA,NA,NA,1876.975,NA,NA
2456553,42,NA,NA,NA,NA,NA,NA
2456553,42,2.075,NA,NA,NA,NA,NA
2456557,45,NA,17,50.175,NA,NA,NA
2456560,49,NA,NA,NA,NA,NA,NA
2456561,50,NA,NA,NA,2947.325,NA,NA
2456561,50,1.95,NA,NA,NA,NA,NA
2456564,53,NA,19.825,72.25,NA,NA,NA
2456567,56,NA,NA,NA,NA,NA,NA
2456568,57,NA,NA,NA,3564.25,NA,NA
2456568,57,2.3,NA,NA,NA,NA,NA
2456571,60,NA,22.25,100.9,NA,NA,NA
2456574,63,NA,NA,NA,NA,NA,NA
2456575,64,NA,NA,NA,5731.6,NA,NA
2456575,64,4.225,NA,NA,NA,NA,NA
2456578,67,NA,22.5,136.075,NA,NA,NA
2456580,69,NA,NA,NA,NA,NA,NA
2456581,70,NA,NA,NA,7586.175,NA,NA
2456581,70,3.1,NA,NA,NA,NA,NA
2456586,75,NA,22.25,139.125,NA,NA,NA
2456588,77,NA,NA,NA,NA,NA,NA
2456590,79,NA,NA,NA,8208.3,NA,NA
2456593,82,NA,22.15,141.675,NA,NA,NA
2456595,84,NA,NA,NA,NA,NA,NA
2456606,95,NA,NA,NA,8889.875,NA,NA
2456606,95,NA,NA,NA,NA,NA,NA
2456606,95,1.575,NA,NA,NA,NA,NA
2456606,95,NA,NA,NA,NA,1474.75,6598.25
