"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456520,21,NA,NA,NA,NA,NA,NA
2456522,23,NA,NA,NA,47.2666666666667,NA,NA
2456523,24,NA,10.825,15.775,NA,NA,NA
2456528,29,NA,NA,NA,188.15,NA,NA
2456528,29,NA,NA,NA,NA,NA,NA
2456528,29,0.6,NA,NA,NA,NA,NA
2456529,30,NA,13.075,23.3,NA,NA,NA
2456534,35,NA,NA,NA,NA,NA,NA
2456535,36,NA,NA,NA,608.35,NA,NA
2456535,36,0.95,NA,NA,NA,NA,NA
2456536,37,NA,15.725,36.875,NA,NA,NA
2456540,41,NA,NA,NA,NA,NA,NA
2456542,43,NA,NA,NA,1604.275,NA,NA
2456542,43,2.1,NA,NA,NA,NA,NA
2456543,44,NA,18,63.375,NA,NA,NA
2456548,49,NA,NA,NA,NA,NA,NA
2456549,50,NA,NA,NA,2933.425,NA,NA
2456549,50,1.775,NA,NA,NA,NA,NA
2456550,51,NA,20.225,105.075,NA,NA,NA
2456555,56,NA,NA,NA,NA,NA,NA
2456556,57,NA,NA,NA,5026.05,NA,NA
2456556,57,2.65,NA,NA,NA,NA,NA
2456557,58,NA,22.3,162.875,NA,NA,NA
2456563,64,NA,NA,NA,6516.55,NA,NA
2456563,64,NA,NA,NA,NA,NA,NA
2456563,64,3.35,NA,NA,NA,NA,NA
2456564,65,NA,24.325,210.075,NA,NA,NA
2456569,70,NA,NA,NA,NA,NA,NA
2456570,71,NA,NA,NA,8013.475,NA,NA
2456570,71,4,NA,NA,NA,NA,NA
2456571,72,NA,26.4,257.8,NA,NA,NA
2456576,77,NA,NA,NA,NA,NA,NA
2456577,78,NA,NA,NA,9017.175,NA,NA
2456577,78,2.65,NA,NA,NA,NA,NA
2456578,79,NA,28.225,323.875,NA,NA,NA
2456584,85,NA,NA,NA,NA,NA,NA
2456585,86,NA,NA,NA,9382.4,NA,NA
2456586,87,NA,28.675,394.5,NA,NA,NA
2456591,92,NA,NA,NA,10902.175,NA,NA
2456591,92,NA,NA,NA,NA,NA,NA
2456592,93,NA,28.675,426.5,NA,NA,NA
2456598,99,NA,NA,NA,9084.375,NA,NA
2456598,99,NA,NA,NA,NA,NA,NA
2456603,104,NA,NA,NA,NA,NA,NA
2456620,121,NA,NA,NA,12573.025,NA,NA
2456620,121,NA,NA,NA,NA,NA,NA
2456620,121,2,NA,NA,NA,NA,NA
2456620,121,NA,NA,NA,NA,2182,12290.75
