"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456520,21,NA,NA,NA,NA,NA,NA
2456522,23,NA,NA,NA,57.4,NA,NA
2456523,24,NA,10.575,14.025,NA,NA,NA
2456528,29,NA,NA,NA,204.933333333333,NA,NA
2456528,29,NA,NA,NA,NA,NA,NA
2456528,29,0.65,NA,NA,NA,NA,NA
2456529,30,NA,12.75,26.675,NA,NA,NA
2456534,35,NA,NA,NA,NA,NA,NA
2456535,36,NA,NA,NA,527.325,NA,NA
2456535,36,0.975,NA,NA,NA,NA,NA
2456536,37,NA,15.3,53.2,NA,NA,NA
2456540,41,NA,NA,NA,NA,NA,NA
2456542,43,NA,NA,NA,1123.4,NA,NA
2456542,43,1.75,NA,NA,NA,NA,NA
2456543,44,NA,17.4,96.05,NA,NA,NA
2456548,49,NA,NA,NA,NA,NA,NA
2456549,50,NA,NA,NA,2373.225,NA,NA
2456549,50,1.75,NA,NA,NA,NA,NA
2456550,51,NA,18.325,162.4,NA,NA,NA
2456555,56,NA,NA,NA,NA,NA,NA
2456556,57,NA,NA,NA,3418.45,NA,NA
2456556,57,1.95,NA,NA,NA,NA,NA
2456557,58,NA,18.65,235.025,NA,NA,NA
2456563,64,NA,NA,NA,4477.63333333333,NA,NA
2456563,64,NA,NA,NA,NA,NA,NA
2456563,64,2.45,NA,NA,NA,NA,NA
2456564,65,NA,18.55,255.8,NA,NA,NA
2456569,70,NA,NA,NA,NA,NA,NA
2456570,71,NA,NA,NA,7954.275,NA,NA
2456570,71,1.825,NA,NA,NA,NA,NA
2456571,72,NA,18.65,266.5,NA,NA,NA
2456576,77,NA,NA,NA,NA,NA,NA
2456577,78,NA,NA,NA,NA,NA,NA
2456578,79,NA,18.65,258.125,NA,NA,NA
2456584,85,NA,NA,NA,NA,NA,NA
2456586,87,NA,18.65,260.875,NA,NA,NA
2456591,92,NA,NA,NA,NA,NA,NA
2456593,94,NA,NA,NA,7974.325,NA,NA
2456593,94,NA,NA,NA,NA,NA,NA
2456593,94,1.575,NA,NA,NA,NA,NA
2456596,97,NA,NA,NA,NA,NA,NA
2456603,104,NA,NA,NA,NA,NA,NA
2456593,94,NA,NA,NA,NA,1627.75,7010.5
