"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456532,28,NA,10.75,13.025,NA,NA,NA
2456533,28,NA,NA,NA,NA,NA,NA
2456534,29,NA,NA,NA,188.5,NA,NA
2456539,35,NA,11.65,15.625,NA,NA,NA
2456540,35,NA,NA,NA,NA,NA,NA
2456541,36,NA,NA,NA,714,NA,NA
2456546,42,NA,11.65,15.625,NA,NA,NA
2456547,42,NA,NA,NA,1350,NA,NA
2456547,42,NA,NA,NA,NA,NA,NA
2456547,42,0.7,NA,NA,NA,NA,NA
2456553,49,NA,16.325,32.275,NA,NA,NA
2456554,49,NA,NA,NA,1134.5,NA,NA
2456554,49,NA,NA,NA,NA,NA,NA
2456560,56,NA,18.925,59.325,NA,NA,NA
2456561,56,NA,NA,NA,3005,NA,NA
2456561,56,NA,NA,NA,NA,NA,NA
2456561,56,1.325,NA,NA,NA,NA,NA
2456567,63,NA,20.175,83.075,NA,NA,NA
2456568,63,NA,NA,NA,2550.25,NA,NA
2456568,63,NA,NA,NA,NA,NA,NA
2456568,63,2.175,NA,NA,NA,NA,NA
2456574,70,NA,22.825,102.25,NA,NA,NA
2456575,70,NA,NA,NA,4010.5,NA,NA
2456576,71,NA,NA,NA,NA,NA,NA
2456581,77,NA,22.75,137.825,NA,NA,NA
2456582,77,NA,NA,NA,5065.5,NA,NA
2456582,77,2.7,NA,NA,NA,NA,NA
2456583,78,NA,NA,NA,NA,NA,NA
2456588,84,NA,23,159.833333333333,NA,NA,NA
2456589,84,NA,NA,NA,5590.75,NA,NA
2456589,84,1.825,NA,NA,NA,NA,NA
2456590,85,NA,NA,NA,NA,NA,NA
2456596,91,NA,NA,NA,5735,NA,NA
2456596,91,1.5,NA,NA,NA,NA,NA
2456597,92,NA,NA,NA,NA,NA,NA
2456604,99,NA,NA,NA,NA,NA,NA
2456611,106,NA,NA,NA,NA,NA,NA
2456618,113,NA,NA,NA,NA,NA,NA
2456619,114,NA,NA,NA,6719.75,NA,NA
2456625,120,NA,NA,NA,NA,NA,NA
2456642,137,NA,NA,NA,NA,NA,NA
2456615,111,NA,NA,NA,NA,804,12926.5
