"obsplantdate","nbjas","lai","leavesnumber","plantheight","drymatabovegroundpop","grainyieldpop","drymatabovegroundpopfin"
2456533,22,NA,NA,NA,62.9,NA,NA
2456533,22,NA,NA,NA,NA,NA,NA
2456533,22,0.3,NA,NA,NA,NA,NA
2456537,26,NA,9.6,14.725,NA,NA,NA
2456539,28,NA,NA,NA,NA,NA,NA
2456540,29,NA,NA,NA,208.1,NA,NA
2456540,29,0.425,NA,NA,NA,NA,NA
2456543,31,NA,11.6,25.95,NA,NA,NA
2456546,35,NA,NA,NA,NA,NA,NA
2456547,36,NA,NA,NA,703.55,NA,NA
2456547,36,0.9,NA,NA,NA,NA,NA
2456550,39,NA,14.5,65.55,NA,NA,NA
2456553,42,NA,NA,NA,1432.425,NA,NA
2456553,42,NA,NA,NA,NA,NA,NA
2456553,42,1.6,NA,NA,NA,NA,NA
2456557,45,NA,16.525,109.125,NA,NA,NA
2456560,49,NA,NA,NA,NA,NA,NA
2456561,50,NA,NA,NA,2775.725,NA,NA
2456561,50,1.6,NA,NA,NA,NA,NA
2456564,53,NA,16.175,216.125,NA,NA,NA
2456567,56,NA,NA,NA,NA,NA,NA
2456568,57,NA,NA,NA,4439.4,NA,NA
2456568,57,2.275,NA,NA,NA,NA,NA
2456571,60,NA,16.425,262.9,NA,NA,NA
2456574,63,NA,NA,NA,NA,NA,NA
2456575,64,NA,NA,NA,4275.775,NA,NA
2456575,64,2.1,NA,NA,NA,NA,NA
2456578,67,NA,16.175,262.725,NA,NA,NA
2456580,69,NA,NA,NA,NA,NA,NA
2456581,70,NA,NA,NA,NA,NA,NA
2456586,75,NA,16.175,265.925,NA,NA,NA
2456588,77,NA,NA,NA,NA,NA,NA
2456595,84,NA,NA,NA,5583.3,NA,NA
2456595,84,NA,NA,NA,NA,NA,NA
2456595,84,1.225,NA,NA,NA,NA,NA
2456595,84,NA,NA,NA,NA,1895,6737.25
